tem,PH,elec,tur,oxy
19.4,7.55,1418,33,6.42
19.3,7.55,1406,24,6.3
19.4,7.61,1387,25,6.55
19.5,7.65,1387,24,6.56
19.4,7.6,1378,48,7.16
19.5,7.47,1783,38,5.44
19.5,7.51,1659,39,5.8
19.5,7.5,1827,57,5.11
19.6,7.49,1852,42,5.23
19.7,7.52,1842,33,5.48
19.7,7.5,1934,27,5.01
19.7,7.51,1946,31,4.84
19.6,7.56,1855,42,5.48
19.5,7.46,1877,53,4.54
19.2,7.45,1852,37,4.24
19.2,7.41,1983,42,3.63
18.9,7.4,1877,48,3.72
18.7,7.39,1808,32,3.68
18.6,7.38,1802,23,3.58
18.6,7.38,1796,37,3.34
18.4,7.35,1787,26,3.58
18.4,7.34,1805,27,3.15
18.4,7.34,1787,25,3.07
18.4,7.35,1747,30,3.04
18.3,7.33,1778,25,2.77
18.3,7.33,1716,17,2.99
18.2,7.33,1715,25,2.78
18.3,7.33,1722,33,2.58
18.2,7.33,1716,22,2.64
18.2,7.32,1737,25,2.55
18.3,7.32,1749,29,2.59
18.4,7.32,1795,24,2.43
18.5,7.33,1777,22,2.64
18.9,7.4,1771,31,3.5
18.7,7.33,1780,31,2.68
18.6,7.36,1780,32,2.94
18.6,7.32,1784,34,2.25
18.7,7.34,1784,31,2.45
18.7,7.37,1765,33,3.01
18.8,7.38,1762,23,3.19
18.8,7.41,1753,16,3.85
18.8,7.4,1778,26,3.92
18.8,7.44,1765,25,4.16
18.8,7.44,1760,23,4.85
19,7.45,1688,19,4.56
19,7.42,1756,24,4.05
18.9,7.41,1738,23,4.1
18.9,7.41,1738,21,3.94
18.8,7.36,1672,16,3.16
18.7,7.34,1666,21,3.27
18.8,7.33,1634,46,2.93
18.8,7.35,1646,14,3.1
19.2,7.38,1666,29,3.79
20,7.58,1672,24,5.85
20.2,7.49,1669,43,5.07
19.4,7.38,1669,21,3.55
19.4,7.36,1662,11,3.31
19.5,7.37,1666,13,4.39
19.6,7.42,1624,13,4.24
19.5,7.39,1675,12,3.35
20.5,7.86,1656,32,8.43
20.3,7.71,1653,26,6.82
19.9,7.53,1669,23,5.19
19.5,7.39,1653,23,3.72
19.2,7.3,1697,10,2.15
19.2,7.28,1707,12,1.85
19.2,7.3,1691,10,2.63
19.2,7.29,1694,7,2.27
19.1,7.25,1697,14,1.66
19,7.25,1694,7,1.58
19,7.24,1682,7,1.58
19,7.24,1669,13,1.45
19,7.24,1647,6,1.63
19,7.24,1682,8,1.33
18.9,7.23,1669,11,1.33
19,7.23,1682,3,1.43
19.2,7.25,1691,3,2.1
19.5,7.27,1516,8,2
19.1,7.24,1722,6,1.25
19,7.23,1691,5,1.78
19,7.22,1741,4,1.66
19.1,7.24,1839,2,1.52
19.2,7.26,2014,13,1.64
19.1,7.28,2039,4,2.18
19.2,7.27,2071,2,1.61
19.2,7.3,2071,19,2.31
19.2,7.3,2020,17,2.64
19.4,7.33,2099,18,2.46
19.4,7.33,2130,15,2.29
19.4,7.31,2142,20,2.12
19.4,7.31,2282,11,1.76
19.2,7.31,2189,17,1.94
19.2,7.3,2320,16,1.5
19.1,7.3,2282,24,2.19
19.2,7.29,2301,16,1.45
19.2,7.3,2173,17,2.28
19,7.28,2213,21,1.62
19,7.27,2117,13,1.46
19,7.27,2176,16,1.65
19,7.27,2170,18,1.67
19,7.27,2142,10,1.97
19.2,7.28,2133,16,3.81
,,,,
19.4,7.2,2189,4,3.05
19.6,7.33,2152,23,3.65
19.9,7.47,2139,11,5.64
19.9,7.44,2152,11,5.09
19.6,7.32,2173,22,3.89
20.2,7.61,2176,15,6.33
20.1,7.64,2152,14,6.86
20,7.58,2155,23,6.27
19.8,7.5,1830,14,5.38
19.7,7.47,2176,14,5.24
19.6,7.43,1989,18,4.69
19.5,7.4,2176,24,4.21
19.5,7.37,2201,35,3.83
19.4,7.36,2191,22,5.63
19.3,7.34,2201,19,4.01
19.2,7.32,2207,32,3.51
19.1,7.33,2170,19,3.84
19.1,7.31,1983,24,3.35
19.1,7.28,2229,15,3.27
19,7.28,2210,17,3.04
19.2,7.29,2247,8,2.96
19.4,7.34,2247,59,4.11
19.6,7.41,2247,12,5.09
21,7.99,2218,34,10.68
20.2,7.54,2231,9,6.41
20,7.46,2247,6,5.8
19.9,7.38,2241,20,5.09
19.7,7.26,2244,3,2.84
20.4,7.51,2231,7,4.71
20.4,7.59,2204,10,8.4
20.1,7.48,2210,11,6.22
19.8,7.35,2216,10,4.41
19.6,7.27,2210,6,3.06
19.5,7.23,2204,3,2.37
19.5,7.2,2241,16,1.72
19.4,7.2,2260,1,1.56
19.4,7.2,2259,6,1.53
19.4,7.21,2182,16,1.83
19.4,7.21,2213,1,2.37
19.4,7.21,2213,4,2.18
19.4,7.21,2207,6,2.63
19.4,7.19,2204,1,2.28
19.5,7.18,2188,8,2.23
19.5,7.17,2192,1,2.06
19.7,7.18,2176,1,2.01
20.1,7.22,2173,19,2.99
20.5,7.31,2120,9,4.82
20.5,7.24,2136,6,3.57
20.2,7.16,2152,17,1.87
20.3,7.18,2133,4,1.97
21.9,7.72,2111,15,9.51
21.7,7.54,2083,11,7.59
21.4,7.42,2105,11,6.09
21,7.32,2105,16,4.91
20.7,7.25,2114,6,3.95
20.4,7.22,2114,10,3.39
20.3,7.21,2142,19,3.01
20.2,7.18,2145,14,3.04
20.1,7.17,2225,1,1.87
20,7.16,2241,16,1.63
20,7.16,2260,1,1.49
19.9,7.14,2213,2,2.03
19.9,7.15,2219,,1.85
20,7.15,2222,5,1.65
20,7.15,2204,,1.86
20,7.14,2219,5,1.75
19.9,7.16,2370,,1.5
19.8,7.16,2369,16,1.65
19.8,7.17,2369,1,1.89
19.8,7.17,2572,17,2.19
19.9,7.18,2522,17,2
20,7.2,2547,17,3.25
20.2,7.24,2681,24,3.23
20.4,7.28,2668,29,4.49
20.5,7.25,2777,22,3.75
20.4,7.24,3232,19,2.83
20.4,7.31,2980,23,3.4
20.4,7.34,2893,26,4.56
20.3,7.27,2541,42,3.63
20.1,7.3,2952,17,4.12
20.2,7.29,2871,21,3.91
20.2,7.26,3044,36,3.59
,,,21,3.37
19.9,7.25,2942,17,3.31
19.8,7.27,2933,18,3.93
19.9,7.25,2886,18,3.31
19.8,7.23,2995,18,3.57
19.8,7.21,2881,17,2.7
19.8,7.21,3004,16,2.69
19.7,7.18,2921,29,2.48
19.6,7.17,2871,13,2.05
19.6,7.16,2830,12,2.03
19.6,7.16,2862,26,1.69
19.6,7.15,2842,11,2.5
19.7,7.15,2878,12,1.9
19.8,7.14,2877,11,2.12
19.8,7.16,2868,14,2.36
19.9,7.16,2887,19,2.49
19.9,7.14,2881,14,2.5
19.9,7.13,2887,17,2.69
19.8,7.13,2892,24,1.86
19.8,7.15,2874,12,3.7
19.7,7.15,2877,11,2.71
19.6,7.16,2858,25,3.5
19.6,7.14,2874,7,3.48
19.6,7.13,2905,7,2.33
19.6,7.12,2899,13,1.76
19.6,7.13,2992,6,1.93
19.6,7.13,3025,7,2.05
19.5,7.13,3057,7,1.57
19.5,7.13,3041,4,2.45
19.4,7.13,3039,20,1.36
19.4,7.11,2985,4,1.96
19.4,7.11,2512,4,1.6
19.2,7.11,2985,19,2.21
19.2,7.1,2943,6,1.95
19.3,7.11,2964,7,1.54
19.4,7.12,2961,16,2.34
19.6,7.15,3050,16,3.94
20,7.2,2525,10,3.74
20.3,7.31,2266,16,5.29
20.3,7.2,2409,13,3.9
20.2,7.18,2497,32,3.56
20.6,7.35,2459,13,5.82
20.8,7.59,2494,51,7.53
20.3,7.26,2519,48,4.11
20.2,7.29,2525,33,4.61
20.1,7.33,2504,26,5.34
20,7.3,2382,23,4.91
20,7.26,2316,19,4.65
20,7.18,2450,32,2.51
19.9,7.18,2649,21,3.15
19.8,7.21,2593,24,3.57
20.1,7.23,2862,34,3.29
19.8,7.19,2846,17,3.8
19.8,7.18,2406,15,4.54
19.9,7.19,2839,29,3.34
19.8,7.15,2786,7,2.05
19.6,7.15,2706,11,2.79
19.4,7.14,2596,7,2.39
19.4,7.14,2581,6,2.32
19.4,7.14,2562,7,3.31
19.4,7.17,2565,10,3.5
19.7,7.15,2690,19,2.72
19.6,7.22,2662,27,3.84
19.8,7.23,2639,13,4.03
19.8,7.26,2633,14,4.16
19.8,7.3,2510,35,5.34
19.7,7.24,2627,21,5.71
19.7,7.3,2616,28,4.81
19.6,7.17,2795,26,2.38
19.6,7.18,2737,20,3.31
19.3,7.22,2677,23,3.45
19.2,7.19,2699,24,3.78
19.3,7.19,2624,17,2.75
19.2,7.19,2606,32,3.31
19.2,7.2,2725,25,2.36
19.2,7.19,2811,21,2.83
19.1,7.18,2476,26,3.97
19.2,7.17,2746,16,2.76
19.2,7.18,2864,19,2.23
19,7.16,2718,11,2.61
19.2,7.16,2930,20,2.81
18.8,7.15,2668,25,2.66
18.8,7.16,2639,11,3.56
18.9,7.16,2746,16,3.72
19,7.16,2745,26,3.07
19.3,7.16,2786,7,3.22
19.4,7.24,1152,11,5.17
19.3,7.09,2758,31,4.51
20.4,7.4,2714,35,7.91
20.2,7.42,2692,33,8.33
20.1,7.42,2623,33,8
20.2,7.45,2568,35,8.46
20,7.41,2629,38,7.88
19.9,7.34,2469,41,7.42
19.8,7.31,2629,43,6.57
19.6,7.26,2468,40,6.55
19.6,7.24,2583,32,5.83
19.6,7.23,2565,33,6.11
19.6,7.23,2568,33,5.84
19.5,7.21,2550,30,5.58
19.5,7.2,2571,32,5.27
19.6,7.17,2730,36,4.54
19.5,7.19,2620,32,4.29
19.5,7.17,2664,41,3.98
19.5,7.15,2645,36,4.2
19.3,7.15,2611,35,4.18
19.3,7.18,2602,35,4.07
19.5,7.27,2458,26,6.62
19.8,7.32,2390,29,7.26
20.5,7.51,2227,33,9.24
20.2,7.38,2340,28,7.98
19.8,7.18,2515,34,5.44
19.7,7.14,2543,31,4.22
19.9,7.18,2512,27,5.11
20,7.23,2468,33,5.65
19.9,7.2,2602,43,4.75
19.8,7.23,2440,43,5.06
19.8,7.28,2623,44,5.59
20,7.33,2749,36,6.37
20,7.32,2823,46,5.83
20.1,7.3,2926,51,5.6
20,7.33,2503,38,6.42
20,7.34,2845,33,6.24
20,7.32,2774,28,6.84
20,7.26,2924,38,5.27
19.8,7.26,2864,33,5.86
19.8,7.28,2886,36,5.7
19.6,7.24,2842,31,5.53
19.6,7.22,2749,30,4.99
19.6,7.2,2842,33,4.3
19.6,7.21,2767,34,4.92
19.8,7.19,2864,37,4.47
19.9,7.17,2889,41,3.91
20,7.16,3004,35,4.36
20.4,7.26,2960,35,5.64
21.2,7.45,2883,30,8.39
21.2,7.54,2506,33,9.37
20.8,7.43,2833,32,8.23
20.6,7.41,2883,36,8.04
20.7,7.46,2926,51,8.54
20.6,7.43,2937,52,8.25
20.6,7.39,2764,51,7.28
20.5,7.37,3060,47,6.77
20.3,7.31,3172,46,6.15
20.3,7.3,3160,46,6.09
20.2,7.29,3181,44,5.84
20.1,7.31,2979,36,6.76
20,7.28,3070,35,6.61
20.1,7.28,2970,33,6.38
20.1,7.25,1101,37,5.49
20,7.25,3166,42,5.51
20.1,7.21,3228,44,5.15
19.9,7.22,3160,32,5.33
19.7,7.22,3098,33,5.63
19.8,7.24,2540,29,6.16
19.9,7.27,3002,28,7.13
20.1,7.27,2736,35,6.6
20.1,7.24,3016,36,5.99
20.1,7.23,3028,42,5.62
20.3,7.24,3025,37,6.57
21.2,7.46,3034,32,9.38
21.4,7.5,3041,35,9.62
20.2,7.21,3056,38,5.45
20.3,7.21,3007,37,5.58
21.1,7.5,3034,37,9.67
20.6,7.26,2814,39,6.38
20.9,7.38,2654,37,7.98
21,7.46,3043,41,9.02
21,7.43,3016,46,8.56
20.8,7.4,2908,36,8.39
20.5,7.33,2655,35,7.85
20.4,7.28,2646,32,7.04
20.2,7.25,2466,28,7.36
20.3,7.22,2484,32,6.9
20.3,7.25,2406,25,7.03
20.5,7.25,2381,28,7.35
20.6,7.24,1314,29,7.68
20.5,7.2,2306,35,6.61
20.4,7.22,2225,29,6.93
20.5,7.19,2313,41,7.28
20.5,7.14,2462,46,6.34
20.4,7.11,2553,70,5.65
20.5,7.11,2826,63,4.71
20.6,7.13,3151,60,5.55
20.6,7.14,3113,60,5.2
20.7,7.14,1157,56,5.1
20.6,7.16,3942,62,5.9
20.6,7.19,4183,67,4.75
20.6,7.2,4415,92,5.07
20.6,7.2,4028,80,4.23
20.6,7.2,4395,88,4.59
20.5,7.2,4404,77,4.3
20.5,7.21,4153,74,4.12
20.5,7.21,4286,77,4.63
20.4,7.21,4202,71,4.79
20.1,7.24,3649,58,4.93
20.3,7.18,4470,68,5.55
20.1,7.23,3758,57,5.1
20.3,7.19,3436,60,4.33
20.1,7.18,4088,47,4.19
19.9,7.2,3826,76,5.01
20.1,7.18,3411,70,4.24
20.1,7.17,3266,55,5.29
20.1,7.16,2848,36,3.57
20.1,7.15,2801,32,5.66
20.3,7.14,3151,51,3.3
20.4,7.15,3082,50,4.02
20.4,7.15,3204,54,2.55
20.4,7.14,3111,54,3.9
20.5,7.14,3029,52,3.79
20.4,7.15,3184,52,3.6
20.3,7.15,3360,57,2.29
20.2,7.16,3621,50,2.3
20.2,7.18,3522,41,4.49
20.3,7.17,3975,45,3.79
20.2,7.19,4128,49,2.89
19.6,7.21,3599,53,3.36
19.6,7.19,3493,53,5.07
19.7,7.19,3519,42,4.06
19.7,7.18,3671,49,4.03
19.8,7.18,3749,47,4.57
19.7,7.19,3813,41,4.4
19.4,7.19,3307,39,4.29
19.4,7.18,3528,35,4.65
19.3,7.16,3584,40,3.46
19.2,7.16,3580,36,3.54
19.2,7.15,3596,42,3.55
19.5,7.15,3266,56,3.7
19.7,7.16,3992,49,2.23
19.6,7.17,3758,51,2.89
19.6,7.16,3734,61,3.73
19.4,6.96,3581,70,4.75
19.6,7.34,3313,73,7.02
19.6,7.26,3289,82,5.81
19.7,7.19,3384,93,4.09
19.7,6.23,3478,92,3.26
19.5,6.22,2715,67,3.79
19.4,6.21,2802,77,4.72
19.4,6.2,2578,64,4.67
19.3,6.21,2437,58,4.42
19.3,6.2,1593,57,4.35
19.2,6.2,1662,55,4.17
19.1,6.2,2218,54,4
19.2,6.2,2057,54,3.51
19.3,6.19,1930,42,2.52
19.2,6.18,1817,41,2.27
19.1,6.2,2051,53,2.23
19.1,6.24,2521,63,3.42
19.2,6.23,2381,83,2.47
19.5,6.14,1185,59,2.44
19.6,6.14,1014,45,2.49
19.8,6.14,903,51,3.18
20.1,6.16,1044,56,3.22
20.9,6.16,1011,79,4.84
21.7,6.14,1026,102,6.48
21.3,6.08,1086,70,6.69
21.4,6.04,1095,80,6.63
21.5,5.88,1060,87,6.06
20.5,7.12,1111,77,3.72
20.3,6.84,1158,54,2.77
20.1,6.83,1198,45,1.93
20.1,6.83,1168,41,1.92
20,6.83,1180,37,1.74
20,6.85,1198,35,1.7
19.9,6.85,1232,31,1.93
19.9,6.85,1204,31,1.9
20,6.85,1204,31,2.1
20,6.86,1186,33,2.35
20,6.87,1194,35,2.25
20,6.88,1161,38,3.1
20,6.87,1189,33,2.42
20,6.89,1226,31,1.88
20,6.88,1217,29,1.73
20,6.89,1225,30,1.67
20,6.89,1210,32,1.91
20,6.9,1313,36,1.87
20.2,6.91,1437,38,2.08
20.3,6.91,1385,42,2.72
20.1,6.92,1624,46,2.61
20.4,6.92,1544,57,2.35
20.2,6.93,1568,57,1.87
20.2,6.93,1687,54,1.71
20.2,6.93,1729,54,2.25
20.2,6.95,2028,49,1.63
20.3,6.95,1883,55,1.94
20.3,6.96,2026,57,1.81
20.3,6.95,1877,55,2.39
20.2,6.98,2550,49,1.62
20.2,6.97,2364,48,1.64
20.2,6.97,2252,45,2.24
20.2,6.97,2381,53,1.92
20.3,6.97,2182,51,1.85
20.1,6.95,1762,52,2.13
20.1,6.96,1883,53,1.96
20.2,6.98,2339,49,1.58
20,6.96,1851,50,1.95
20,6.97,1767,49,2.12
20,6.98,2200,55,1.56
20,6.98,2048,57,2.68
20.1,6.99,2284,55,1.71
20.2,6.99,2310,54,1.92
20.3,6.99,2272,59,1.84
20.4,6.99,2292,66,2.62
20.6,6.99,2173,78,3.35
20.6,7,2319,98,2.98
20.7,6.99,2301,95,3.52
20.4,7,2539,66,2.21
20.4,7.01,2588,55,2.5
20.4,7.01,2472,71,3.52
20.4,7.01,2512,68,2.95
20.2,7,2559,74,3.06
20.1,7.01,2622,65,2.66
20.2,7.03,3098,67,2.1
20.2,7.03,3185,61,1.88
20.1,7.02,2839,59,2.41
20,7.02,2655,55,2.57
20,7.02,2746,48,2.25
19.9,7.01,2596,50,2.26
19.8,7.01,2624,49,2.23
20.1,7.03,2861,64,1.54
19.9,7.02,2733,54,1.7
20,7.03,2942,54,1.61
19.8,7.02,2769,47,2.24
20,7.03,3064,49,1.75
20,7.03,3004,45,1.94
20,7.03,3035,52,2.36
20.2,7.03,2846,69,3.6
20.3,7.04,3005,58,2.45
21,7.03,2884,83,4.87
20.8,7.04,2890,58,3.91
21,7.03,2802,57,5.44
21.1,7.04,2824,51,5.65
21.2,7.04,2868,69,6.97
21,7.04,2852,59,6.61
20.6,7.04,3260,74,3.87
20.4,7.05,3229,57,3.93
20.4,7.03,2985,52,5.17
20.2,7.03,2893,51,4.76
20.3,7.05,3547,45,2.73
20.4,7.06,3767,36,3.22
20.3,7.06,3810,43,2.98
20.2,7.06,3855,45,2.57
20.3,7.06,3985,47,2.17
20.2,7.07,4233,45,1.66
20.1,7.07,4523,38,1.49
20.1,7.08,4875,38,1.47
19.8,7.08,4681,44,2.23
20.2,7.09,5711,37,1.67
19.8,7.08,4414,45,2.95
20,7.09,5484,57,2.04
20.1,7.1,6230,39,1.71
20.1,7.09,5302,49,3.04
20.2,7.09,5117,70,3.61
20,7.1,5341,65,2.29
19.9,7.1,5320,62,2.2
19.9,7.1,5856,56,1.92
19.9,7.11,6311,45,1.85
20,7.11,6703,36,1.56
19.4,7.1,5128,57,3.13
19.5,7.09,5617,55,2.78
19.7,7.11,6340,46,1.95
19.3,7.1,5860,50,3.04
19,7.1,5705,41,3.3
18.6,7.1,5462,38,3.72
18.6,7.09,4988,41,4.51
18.4,7.08,4663,42,4.49
18.6,7.09,5138,45,3.63
18.6,7.09,5035,45,3.5
18.5,7.09,4593,39,3.8
18.4,7.08,4442,39,3.86
18.3,7.08,4422,47,3.87
18.3,7.08,4386,46,3.71
18.3,7.07,4066,48,4.42
18.5,7.07,3743,47,5.28
18.8,7.07,3637,44,5.99
19,7.07,3538,54,7.2
18.8,7.07,3807,61,5.06
18.8,7.07,3755,54,5.59
18.9,7.07,3721,59,5.64
19,7.07,3694,68,6.92
18.8,7.07,3654,49,7.62
18.8,7.07,3861,48,6.87
18.5,7.07,3633,42,7.48
18.5,7.07,3487,31,6.89
18.4,7.06,3247,26,6.13
18.6,7.06,3285,28,5.89
18.6,7.06,3266,32,5.86
18.6,7.07,3351,29,5.71
18.7,7.07,3490,30,5.36
18.6,7.07,3341,29,4.95
18.6,7.07,3313,32,4.66
18.4,7.06,3176,27,4.39
18.3,7.07,2998,26,4.34
18.4,7.06,3079,47,4.02
18.3,7.07,2967,53,4.52
18.7,7.07,3369,64,3.73
18.9,7.08,3706,54,3.47
18.9,7.08,3605,41,3.71
18.9,7.08,3675,37,3.65
19,7.08,3490,36,5.29
19.1,7.08,3182,33,8.64
18.9,7.08,3469,35,4.89
18.7,7.06,3528,31,3.84
18.7,7.06,4156,39,3.57
18.7,7.07,4386,39,3.44
18.7,7.08,4432,39,3.72
18.7,7.08,4769,33,3.26
18.7,7.08,4668,42,3.17
18.8,7.08,4625,39,3.46
18.7,7.1,5089,31,2.94
18.7,7.11,5460,41,2.83
18.8,7.11,5414,45,3.55
18.9,7.11,4681,55,2.69
18.7,7.1,4349,45,3.69
18.8,7.11,5030,52,2.44
18.8,7.11,5174,40,2.53
18.5,7.11,4722,39,3.03
18.4,7.11,4637,37,3.28
18.5,7.11,4569,35,3.45
18.6,7.11,4597,40,3.36
18.9,7.11,4857,37,2.21
19,7.12,4922,42,2.35
19,7.13,5202,41,2.79
19.1,7.13,5373,41,2.43
19.4,7.13,5340,44,2.95
19.4,7.14,5120,47,3.57
19.5,7.14,5009,56,4.24
19.1,7.13,5201,50,3.1
19,7.13,5818,46,2.02
19.1,7.12,4915,35,5.08
19.2,7.12,4786,42,5.29
19.1,7.12,4905,43,4.38
19.1,7.12,4865,43,4.3
19.3,7.12,5077,45,4.39
19.3,7.13,5089,42,4.13
19.1,7.12,4805,29,5.6
18.9,7.12,4663,24,5.75
19,7.12,4643,26,5.84
18.9,7.12,4644,26,5.47
19,7.12,4682,28,5.59
19,7.12,4678,29,5.34
19,7.12,4585,26,5.38
19,7.12,4569,29,5.58
19.2,7.12,4628,55,4.83
19.3,7.12,4609,46,4.77
19.4,7.13,4650,48,5.05
19.7,7.14,4511,32,8.58
19.6,7.14,4423,28,8.31
19.9,7.15,4411,29,9.74
20.2,7.16,4414,32,11.71
19.7,7.16,4508,32,7.95
19.6,7.59,4523,36,6.33
19.8,7.97,4538,42,9.23
19.8,8.06,4362,26,9.54
19.8,8.16,4390,31,9.95
19.7,7.87,4471,35,8.72
19.9,8,4386,29,9.41
19.9,8.01,4390,33,9.34
19.7,7.56,4355,38,6.79
19.5,7.46,4423,40,5.48
19.6,7.49,4090,36,6.01
19.6,7.7,4257,29,7.63
19.6,7.82,4081,27,8.44
19.6,7.74,4279,29,8.2
19.5,7.74,3898,29,8.18
19.5,7.85,3607,25,8.67
19.8,7.98,3805,33,9.2
19.9,8.09,3691,40,9.7
19.7,7.79,3713,33,8.67
19.7,7.76,3688,31,8.53
20.4,8.23,3585,34,10.37
20.7,8.48,3682,32,11.76
20.6,7.95,3914,49,9.77
20.4,7.86,4000,42,8.53
20.4,7.77,4248,39,7.9
20.1,7.63,4468,45,7.19
19.8,7.42,5218,49,5.04
20,7.54,5392,50,6.15
19.9,7.47,5905,50,5.3
19.8,7.51,5568,46,5.75
19.8,7.4,5865,45,4.39
19.8,7.48,5577,43,5.22
19.9,7.72,5219,42,6.96
19.9,7.57,5385,51,6.03
19.9,7.53,5489,53,5.83
19.7,7.57,5301,40,6.14
19.6,7.62,5104,32,6.53
19.7,7.61,4847,36,6.62
19.7,7.53,5190,46,5.8
19.7,7.47,5129,62,5.48
19.6,7.59,4865,47,6.35
19.7,7.49,5125,62,5.46
19.8,7.39,5469,64,4.56
19.9,7.45,5451,55,5.04
19.9,7.63,3490,45,6.57
20,7.63,5190,50,6.84
20.1,7.45,6374,65,5
20,7.5,5452,53,5.61
20,7.53,5495,45,6.45
20,7.38,5566,50,5.18
20,7.44,5640,53,4.74
20,7.41,5545,61,4.84
20,7.49,5233,61,5.76
20.1,7.45,5403,62,5.41
20,7.51,5548,57,5.45
20.1,7.38,5466,55,5.39
20.1,7.55,5439,64,5.12
20.1,7.65,5506,51,6.64
20,7.63,5481,55,6.92
20,7.67,5345,47,7.34
19.8,7.83,5245,36,7.84
19.8,7.76,5052,32,7.97
19.8,7.75,5104,35,7.79
19.7,7.75,5040,39,7.8
19.8,7.72,5358,42,7.3
19.9,7.69,3908,44,7.45
19.9,7.69,5280,49,7.53
20.2,7.99,5056,43,9.45
20.4,8.13,4948,57,9.5
20.5,8.15,4942,50,9.75
21.8,8.54,4301,40,12.91
21.6,8.34,4485,52,11.51
21.4,8.49,4559,47,11.69
21.1,8.3,4646,46,10.52
21.5,8.43,4216,47,11.25
20.9,8.22,4593,42,10.13
20.9,8.26,4523,44,9.63
21,8.16,4383,45,9.57
20.8,7.95,4188,50,8.77
20.8,7.98,4377,48,8.71
20.6,7.9,4599,52,8.45
20.6,7.8,4602,47,8.48
20.6,7.88,4464,52,8.91
20.5,7.75,4574,45,8.59
20.5,7.78,4433,53,8.16
20.6,7.7,4393,49,7.95
20.7,7.9,3944,33,9.2
20.8,7.91,3777,51,9.21
20.9,7.98,3709,36,9.42
20.8,7.87,3663,56,8.83
20.8,7.82,3777,67,8.65
20.9,7.85,3764,68,8.65
20.9,7.89,3823,55,8.67
20.9,7.81,3462,60,8.37
